Name,Age,Tm,Lg_bat,G_bat,PA,AB,R_bat,H_bat,2B,3B,HR_bat,RBI,SB,CS,BB_bat,SO_bat,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP_bat,SH,SF,IBB_bat,Pos Summary,Bats,Lg_pit,W,L,W-L%,ERA,G_pit,GS,GF,CG,SHO,SV,IP,H_pit,R_pit,ER,HR_pit,BB_pit,IBB_pit,SO_pit,HBP_pit,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Throws,Tm_fld,Lg,G,GS_fld,CG_fld,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary_fld,Tm_cat,Lg_cat,G_cat,GS_cat,CG_cat,Inn_cat,Ch_cat,PO_cat,A_cat,E_cat,DP_cat,Fld%_cat,Rtot_cat,Rtot/yr_cat,Rctch,RF/9_cat,RF/G_cat,PB,WP_cat,SB_cat,CS_cat,CS%,Rk,Tm_app,Yrs,G_app,GS_app,Batting,Defense,P,C,1B,2B_app,3B_app,SS,LF,CF,RF,OF,DH,PH,PR
Buddy Biancalana,26,KCR,AL,100,209,190,24,46,4,4,2,8,5,1,15,50,.242,.298,.337,.634,72,64,3,0,4,0,0,64/H,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCR,AL,101,67,35,604.2,314,108,190,16,41,.949,-7,-13,4.44,2.95,SS-2B,,,,,,,,,,,,,,,,,,,,,,,65,KCR,5,100,67,100,99,0,0,0,12,0,89,0,0,0,0,0,0,8
Mike Bielecki,26,PIT,NL,31,54,48,3,3,0,0,0,1,0,0,2,26,.063,.100,.063,.163,-54,3,0,0,4,0,0,1,R,NL,6,11,.353,4.66,31,27,0,0,0,0,148.2,149,87,77,10,83,3,83,2,5,7,667,83,4.24,1.561,9.0,0.6,5.0,5.0,1.00,R,PIT,NL,31,27,0,148.2,34,17,16,1,1,.971,,,2.00,1.06,P,,,,,,,,,,,,,,,,,,,,,,,66,PIT,3,31,27,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
Dann Bilardello,27,MON,NL,79,212,191,12,37,5,0,4,17,1,0,14,32,.194,.249,.283,.532,47,54,5,0,7,0,3,2/H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON,NL,77,55,33,523.1,437,391,38,8,3,.982,-1,-2,7.38,5.57,C,MON,NL,77,55,33,523.1,437,391,38,8,3,.982,-1,-2,-1,7.38,5.57,6,13,52,20,28%,67,MON,4,79,55,79,77,0,77,0,0,0,0,0,0,0,0,0,3,1
Jeff Bittiger,24,PHI,NL,3,4,3,1,1,0,0,1,1,0,0,0,1,.333,.333,1.333,1.667,333,4,0,0,1,0,0,/1,R,NL,1,1,.500,5.52,3,3,0,0,0,0,14.2,16,10,9,2,7,1,8,1,2,2,68,72,5.09,1.568,9.8,1.2,4.3,4.9,1.14,R,PHI,NL,3,3,0,14.2,4,2,2,0,0,1.000,,,2.45,1.33,P,,,,,,,,,,,,,,,,,,,,,,,70,PHI,1st,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Vida Blue,36,SFG,NL,28,53,43,3,4,1,0,1,3,0,0,6,20,.093,.204,.186,.390,11,8,0,0,4,0,0,1,S,NL,10,10,.500,3.27,28,28,0,0,0,0,156.2,137,65,57,19,77,3,100,0,1,5,663,108,4.55,1.366,7.9,1.1,4.4,5.7,1.30,L,SFG,NL,28,28,0,156.2,29,3,24,2,0,.931,,,1.55,0.96,P,,,,,,,,,,,,,,,,,,,,,,,72,SFG,17,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Bochte,35,OAK,AL,125,473,407,57,104,13,1,6,43,3,2,65,68,.256,.357,.337,.694,98,137,9,0,0,1,3,*3H/D,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,AL,115,107,98,949.2,1009,912,88,9,79,.991,-2,-3,9.48,8.70,1B,,,,,,,,,,,,,,,,,,,,,,,74,OAK,12,125,106,125,115,0,0,115,0,0,0,0,0,0,0,1,15,0
Bruce Bochy,31,SDP,NL,63,142,127,16,32,9,0,8,22,1,0,14,23,.252,.326,.512,.838,130,65,3,0,1,0,3,2H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDP,NL,48,30,21,285.1,226,202,22,2,3,.991,-1,-4,7.07,4.67,C,SDP,NL,48,30,21,285.1,226,202,22,2,3,.991,-1,-4,-1,7.07,4.67,2,10,34,15,31%,75,SDP,8,63,30,63,48,0,48,0,0,0,0,0,0,0,0,0,23,0
Randy Bockus,25,SFG,NL,6,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/17H9,L,NL,0,0,,2.57,5,0,1,0,0,0,7.0,7,5,2,1,6,1,4,0,0,0,36,146,6.06,1.857,9.0,1.3,7.7,5.1,0.67,R,SFG,NL,6,0,0,8.0,4,0,4,0,0,1.000,0,0,4.50,0.67,P-OF,,,,,,,,,,,,,,,,,,,,,,,76,SFG,1st,6,0,6,6,5,0,0,0,0,0,1,0,1,1,0,1,0
Joe Boever,25,STL,NL,11,2,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,178,1,0,0,0,0,0,1,R,NL,0,1,.000,1.66,11,0,4,0,0,0,21.2,19,5,4,2,11,0,8,0,0,1,93,224,4.76,1.385,7.9,0.8,4.6,3.3,0.73,R,STL,NL,11,0,0,21.2,3,1,2,0,0,1.000,,,1.25,0.27,P,,,,,,,,,,,,,,,,,,,,,,,78,STL,2,11,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
Wade Boggs,28,BOS,AL,149,693,580,107,207,47,2,8,71,0,4,105,44,.357,.453,.486,.939,157,282,11,0,4,4,14,*5/H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS,AL,149,148,141,1293.2,407,121,267,19,30,.953,8,7,2.70,2.60,3B,,,,,,,,,,,,,,,,,,,,,,,79,BOS,5,149,148,149,149,0,0,0,0,149,0,0,0,0,0,0,1,0
Barry Bonds,21,PIT,NL,113,484,413,72,92,26,3,16,48,36,7,65,102,.223,.330,.416,.746,103,172,4,2,2,2,2,*8/H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIT,NL,110,108,104,945.1,294,280,9,5,2,.983,8,11,2.75,2.63,OF,,,,,,,,,,,,,,,,,,,,,,,80,PIT,1st,113,108,113,110,0,0,0,0,0,0,0,110,0,110,0,3,1
Bobby Bonilla,23,TOT,MLB,138,496,426,55,109,16,4,3,43,8,5,62,88,.256,.352,.333,.686,87,142,9,2,5,1,3,739H8/5,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,MLB,132,111,81,1012.1,494,451,38,5,29,.990,-1,-1,4.35,3.70,OF-1B-3B,,,,,,,,,,,,,,,,,,,,,,,81,2TM,1st,138,111,138,126,0,0,34,0,4,0,76,10,28,94,0,21,1
Bobby Bonilla,23,CHW,AL,75,271,234,27,63,10,2,2,26,4,1,33,49,.269,.361,.355,.715,93,83,4,1,2,1,2,73H/89,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,MLB,132,111,81,1012.1,494,451,38,5,29,.990,-1,-1,4.35,3.70,OF-1B-3B,,,,,,,,,,,,,,,,,,,,,,,81,2TM,1st,138,111,138,126,0,0,34,0,4,0,76,10,28,94,0,21,1
Bobby Bonilla,23,PIT,NL,63,225,192,28,46,6,2,1,17,4,4,29,39,.240,.342,.307,.650,80,59,5,1,3,0,1,79H/835,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,MLB,132,111,81,1012.1,494,451,38,5,29,.990,-1,-1,4.35,3.70,OF-1B-3B,,,,,,,,,,,,,,,,,,,,,,,81,2TM,1st,138,111,138,126,0,0,34,0,4,0,76,10,28,94,0,21,1
Juan Bonilla,30,BAL,AL,102,316,284,33,69,10,1,1,18,0,0,25,21,.243,.311,.296,.607,68,84,14,3,4,0,0,45H/D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAL,AL,103,74,52,664.0,328,143,175,10,48,.970,-4,-7,4.31,3.09,2B-3B,,,,,,,,,,,,,,,,,,,,,,,82,BAL,5,102,74,102,98,0,0,0,70,33,0,0,0,0,0,2,10,1
Barry Bonnell,32,SEA,AL,17,53,51,4,10,2,0,0,4,0,1,1,13,.196,.208,.235,.443,21,12,2,0,0,1,0,/73HD,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEA,AL,17,10,6,101.2,54,46,6,2,1,.963,-1,-15,4.60,3.06,OF-1B,,,,,,,,,,,,,,,,,,,,,,,83,SEA,10,17,11,17,15,0,0,8,0,0,0,9,0,0,9,2,3,1
Greg Booker,26,SDP,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,R,NL,1,0,1.000,1.64,9,0,4,0,0,0,11.0,10,5,2,0,4,2,7,0,0,0,47,232,2.59,1.273,8.2,0.0,3.3,5.7,1.75,R,SDP,NL,9,0,0,11.0,3,1,1,1,0,.667,,,1.64,0.22,P,,,,,,,,,,,,,,,,,,,,,,,84,SDP,4,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
Bob Boone,38,CAL,AL,144,503,442,48,98,12,2,7,49,1,0,43,30,.222,.287,.305,.593,63,135,15,0,12,6,1,*2/H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAL,AL,144,137,106,1186.1,907,812,84,11,16,.988,17,17,6.80,6.22,C,CAL,AL,144,137,106,1186.1,907,812,84,11,16,.988,17,17,17,6.80,6.22,8,32,41,43,51%,85,CAL,15,144,137,144,144,0,144,0,0,0,0,0,0,0,0,0,1,0
Thad Bosley,29,CHC,NL,87,139,120,15,33,4,1,1,9,3,0,18,24,.275,.370,.350,.720,95,42,3,0,1,0,3,H7/98,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHC,NL,41,11,9,164.0,32,31,0,1,0,.969,0,2,1.70,0.76,OF,,,,,,,,,,,,,,,,,,,,,,,88,CHC,10,87,11,87,41,0,0,0,0,0,0,32,2,8,41,0,64,0
Daryl Boston,23,CHW,AL,56,224,199,29,53,11,3,5,22,9,5,21,33,.266,.335,.427,.762,103,85,4,0,3,1,3,8/HD,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHW,AL,53,52,48,457.2,160,152,3,5,1,.969,6,15,3.05,2.92,OF,,,,,,,,,,,,,,,,,,,,,,,89,CHW,3,56,52,56,53,0,0,0,0,0,0,0,53,0,53,1,1,3
Phil Bradley,27,SEA,AL,143,615,526,88,163,27,4,12,50,21,12,77,134,.310,.405,.445,.849,132,234,9,8,1,2,1,*7/8H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEA,AL,140,139,131,1221.2,262,250,11,1,0,.996,-11,-11,1.92,1.86,OF,,,,,,,,,,,,,,,,,,,,,,,91,SEA,4,143,139,143,140,0,0,0,0,0,0,138,5,0,140,0,3,0
Scott Bradley,26,TOT,AL,77,241,220,20,66,8,3,5,28,1,2,13,7,.300,.347,.432,.779,111,95,13,4,2,2,4,2H/D7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,AL,60,49,39,438.1,305,281,21,3,5,.990,-1,-3,6.20,5.03,C-OF,SEA,AL,59,49,39,437.1,305,281,21,3,5,.990,-1,-3,-1,6.21,5.12,5,14,31,12,28%,92,2TM,3,77,57,77,60,0,59,0,0,0,0,1,0,0,1,9,20,0
Scott Bradley,26,CHW,AL,9,24,21,3,6,0,0,0,0,0,2,1,0,.286,.375,.286,.661,81,6,1,2,0,0,0,/DH7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,AL,60,49,39,438.1,305,281,21,3,5,.990,-1,-3,6.20,5.03,C-OF,SEA,AL,59,49,39,437.1,305,281,21,3,5,.990,-1,-3,-1,6.21,5.12,5,14,31,12,28%,92,2TM,3,77,57,77,60,0,59,0,0,0,0,1,0,0,1,9,20,0
Scott Bradley,26,SEA,AL,68,217,199,17,60,8,3,5,28,1,0,12,7,.302,.344,.447,.791,114,89,12,2,2,2,4,2H/D,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,AL,60,49,39,438.1,305,281,21,3,5,.990,-1,-3,6.20,5.03,C-OF,SEA,AL,59,49,39,437.1,305,281,21,3,5,.990,-1,-3,-1,6.21,5.12,5,14,31,12,28%,92,2TM,3,77,57,77,60,0,59,0,0,0,0,1,0,0,1,9,20,0
Glenn Braggs,23,MIL,AL,58,232,215,19,51,8,2,4,18,1,1,11,47,.237,.274,.349,.623,67,75,6,1,2,3,0,7/98DH,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIL,AL,56,54,44,475.1,133,116,5,12,0,.910,-7,-16,2.29,2.16,OF,,,,,,,,,,,,,,,,,,,,,,,93,MIL,1st,58,56,58,56,0,0,0,0,0,0,51,3,5,56,2,1,0
Mickey Brantley,25,SEA,AL,27,113,102,12,20,3,2,3,7,1,1,10,21,.196,.268,.353,.621,68,36,3,0,1,0,0,8/H7,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEA,AL,25,25,24,219.0,58,54,3,1,1,.983,-1,-4,2.34,2.28,OF,,,,,,,,,,,,,,,,,,,,,,,94,SEA,1st,27,25,27,25,0,0,0,0,0,0,1,25,0,25,0,2,0
Sid Bream,25,PIT,NL,154,591,522,73,140,37,5,16,77,13,7,60,73,.268,.341,.450,.791,115,235,14,1,1,7,5,*3/H7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIT,NL,155,137,126,1256.2,1503,1320,166,17,107,.989,11,11,10.64,9.59,1B-OF,,,,,,,,,,,,,,,,,,,,,,,95,PIT,4,154,137,154,153,0,0,153,0,0,0,2,0,0,2,0,6,0
Bob Brenly,32,SFG,NL,149,560,472,60,116,26,0,16,62,10,6,74,97,.246,.350,.403,.752,112,190,4,3,5,3,10,253/H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFG,NL,165,129,97,1177.0,822,688,118,16,20,.981,-3,-3,6.16,4.88,C-3B-1B,SFG,NL,101,77,64,729.0,576,518,55,3,4,.995,4,7,4,7.07,5.67,10,36,61,42,41%,96,SFG,6,149,129,149,147,0,101,19,0,45,0,0,0,0,0,0,9,0
George Brett,33,KCR,AL,124,529,441,70,128,28,4,16,73,1,2,80,45,.290,.401,.481,.881,138,212,6,4,0,4,18,*5/DH6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCR,AL,117,115,102,992.0,331,97,218,16,17,.952,-2,-3,2.86,2.69,3B-SS,,,,,,,,,,,,,,,,,,,,,,,97,KCR,14,124,122,124,115,0,0,0,0,115,2,0,0,0,0,7,2,0
Mike Brewer,26,KCR,AL,12,20,18,0,3,1,0,0,0,0,1,2,6,.167,.250,.222,.472,30,4,0,0,0,0,0,/9HD,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCR,AL,9,4,4,46.0,9,9,0,0,0,1.000,0,-3,1.76,1.00,OF,,,,,,,,,,,,,,,,,,,,,,,98,KCR,1st,12,4,12,9,0,0,0,0,0,0,0,0,9,9,1,2,1
Greg Brock,29,LAD,NL,115,367,325,33,76,13,0,16,52,2,5,37,60,.234,.309,.422,.730,106,137,5,0,1,4,5,3H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAD,NL,99,84,64,740.0,816,726,87,3,46,.996,4,6,9.89,8.21,1B,,,,,,,,,,,,,,,,,,,,,,,99,LAD,5,115,84,115,99,0,0,99,0,0,0,0,0,0,0,0,26,0
Tom Brookens,32,DET,AL,98,310,281,42,76,11,2,3,25,11,8,20,42,.270,.319,.356,.675,84,100,4,1,6,2,0,54D6H/98,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,AL,83,66,53,604.0,257,106,144,7,26,.973,-5,-10,3.73,3.01,3B-2B-SS-OF,,,,,,,,,,,,,,,,,,,,,,,100,DET,8,98,77,98,80,0,0,0,31,35,14,0,1,3,3,14,8,5
Hubie Brooks,29,MON,NL,80,338,306,50,104,18,5,14,58,4,2,25,60,.340,.388,.569,.956,161,174,11,2,0,5,3,6,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON,NL,80,80,70,695.1,353,116,222,15,37,.958,1,2,4.37,4.23,SS,,,,,,,,,,,,,,,,,,,,,,,101,MON,7,80,80,80,80,0,0,0,0,0,80,0,0,0,0,0,0,0
Bob Brower,26,TEX,AL,21,9,9,3,1,1,0,0,0,1,2,0,3,.111,.111,.222,.333,-13,2,0,0,0,0,0,7/H8D9,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEX,AL,17,2,1,46.0,9,9,0,0,0,1.000,1,29,1.76,0.53,OF,,,,,,,,,,,,,,,,,,,,,,,102,TEX,1st,21,2,21,17,0,0,0,0,0,0,16,1,1,17,1,1,8
Chris Brown,24,SFG,NL,116,463,416,57,132,16,3,7,49,13,9,33,43,.317,.376,.421,.796,125,175,9,9,0,5,4,*5/H6,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFG,NL,113,110,98,957.0,272,73,181,18,17,.934,0,0,2.39,2.25,3B-SS,,,,,,,,,,,,,,,,,,,,,,,103,SFG,3,116,111,116,111,0,0,0,0,111,2,0,0,0,0,0,1,3
Curt Brown,26,MON,NL,6,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1,R,NL,0,1,.000,3.00,6,0,2,0,0,0,12.0,15,6,4,0,2,2,4,0,0,0,53,128,2.60,1.417,11.3,0.0,1.5,3.0,2.00,R,MON,NL,6,0,0,12.0,5,1,3,1,0,.800,,,3.00,0.67,P,,,,,,,,,,,,,,,,,,,,,,,104,MON,3,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
Mike Brown,26,PIT,NL,87,273,243,18,53,7,0,4,26,2,3,27,32,.218,.293,.296,.589,62,72,9,0,0,3,3,9H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIT,NL,71,63,46,549.0,113,107,3,3,2,.973,-1,-2,1.80,1.55,OF,,,,,,,,,,,,,,,,,,,,,,,107,PIT,4,87,63,87,71,0,0,0,0,0,0,0,0,71,71,0,21,1
Jerry Browne,20,TEX,AL,12,25,24,6,10,2,0,0,3,0,2,1,4,.417,.440,.500,.940,154,12,0,0,0,0,0,/4H,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEX,AL,8,5,5,52.0,26,9,15,2,4,.923,-2,-44,4.15,3.00,2B,,,,,,,,,,,,,,,,,,,,,,,108,TEX,1st,12,5,12,8,0,0,0,8,0,0,0,0,0,0,0,1,3
Tom Browning,26,CIN,NL,46,94,86,9,14,0,0,0,3,1,0,1,25,.163,.172,.163,.335,-8,14,2,0,7,0,0,1/H,L,NL,14,13,.519,3.81,39,39,0,4,2,0,243.1,225,123,103,26,70,6,147,1,0,3,1016,101,3.83,1.212,8.3,1.0,2.6,5.4,2.10,L,CIN,NL,39,39,4,243.1,40,11,26,3,5,.925,,,1.37,0.95,P,,,,,,,,,,,,,,,,,,,,,,,109,CIN,3,46,39,46,39,39,0,0,0,0,0,0,0,0,0,0,0,7
Tom Brunansky,25,MIN,AL,157,655,593,69,152,28,1,23,75,12,4,53,98,.256,.315,.423,.738,99,251,15,1,1,7,4,*9/HD8,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,AL,152,150,145,1322.0,331,315,10,6,1,.982,6,6,2.21,2.14,OF,,,,,,,,,,,,,,,,,,,,,,,110,MIN,6,157,151,157,152,0,0,0,0,0,0,0,1,152,152,2,6,0
Ralph Bryant,25,LAD,NL,27,82,75,15,19,4,2,6,13,0,1,5,25,.253,.305,.600,.905,152,45,1,1,0,1,0,9/H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAD,NL,26,21,12,169.0,43,39,2,2,0,.953,1,7,2.18,1.58,OF,,,,,,,,,,,,,,,,,,,,,,,111,LAD,2,27,21,27,26,0,0,0,0,0,0,0,0,26,26,0,3,0
Bill Buckner,36,BOS,AL,153,681,629,73,168,39,2,18,102,6,4,40,25,.267,.311,.421,.733,98,265,25,4,0,8,9,*3D,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS,AL,138,138,117,1191.2,1238,1067,157,14,104,.989,-3,-3,9.24,8.87,1B,,,,,,,,,,,,,,,,,,,,,,,113,BOS,18,153,153,153,138,0,0,138,0,0,0,0,0,0,0,15,0,0
Steve Buechele,24,TEX,AL,153,513,461,54,112,19,2,18,54,5,8,35,98,.243,.302,.410,.712,90,189,10,5,9,3,1,*54/H7,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEX,AL,172,140,91,1221.2,478,174,292,12,42,.975,7,6,3.43,2.71,3B-2B-OF,,,,,,,,,,,,,,,,,,,,,,,114,TEX,2,153,140,153,152,0,0,0,33,137,0,1,0,0,1,0,2,2
Eric Bullock,26,HOU,NL,6,21,21,0,1,0,0,0,1,2,0,0,3,.048,.048,.048,.095,-73,1,0,0,0,0,0,/7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,NL,6,6,3,48.0,8,7,0,1,0,.875,-1,-13,1.31,1.17,OF,,,,,,,,,,,,,,,,,,,,,,,115,HOU,2,6,6,6,6,0,0,0,0,0,0,6,0,0,6,0,0,0
Tim Burke,27,MON,NL,68,9,7,0,0,0,0,0,1,0,0,1,2,.000,.125,.000,.125,-62,0,0,0,1,0,0,1,R,NL,9,7,.563,2.93,68,2,25,0,0,4,101.1,103,37,33,7,46,13,82,4,0,4,451,128,3.53,1.470,9.1,0.6,4.1,7.3,1.78,R,MON,NL,68,2,0,101.2,27,4,22,1,1,.963,,,2.30,0.38,P,,,,,,,,,,,,,,,,,,,,,,,116,MON,2,68,2,68,68,68,0,0,0,0,0,0,0,0,0,0,0,0
Rick Burleson,35,CAL,AL,93,312,271,35,77,14,0,5,29,1,3,33,32,.284,.363,.391,.754,107,106,2,1,6,1,1,D6H/45,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAL,AL,47,37,30,327.1,155,62,90,3,15,.981,-4,-13,4.18,3.23,SS-2B-3B,,,,,,,,,,,,,,,,,,,,,,,117,CAL,12,93,72,93,47,0,0,0,6,4,37,0,0,0,0,38,14,4
Ray Burris,35,STL,NL,23,27,27,0,4,3,0,0,7,0,0,0,9,.148,.148,.259,.407,10,7,0,0,0,0,0,1,R,NL,4,5,.444,5.60,23,10,5,0,0,0,82.0,92,52,51,13,32,4,34,4,0,0,361,66,5.32,1.512,10.1,1.4,3.5,3.7,1.06,R,STL,NL,23,10,0,82.0,13,4,9,0,1,1.000,,,1.43,0.57,P,,,,,,,,,,,,,,,,,,,,,,,118,STL,14,23,10,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0
Randy Bush,27,MIN,AL,130,402,357,50,96,19,7,7,45,5,3,39,63,.269,.347,.420,.767,107,150,7,4,1,1,2,7H9/D3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,AL,105,87,50,726.0,188,182,2,4,2,.979,-7,-11,2.28,1.75,OF-1B,,,,,,,,,,,,,,,,,,,,,,,120,MIN,5,130,91,130,105,0,0,3,0,0,0,90,0,13,102,6,34,1
Sal Butera,33,CIN,NL,56,137,113,14,27,6,1,2,16,0,0,21,10,.239,.356,.363,.718,96,41,5,0,2,1,3,2/H1,R,NL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,1,0,0,0,4,,3.77,1.000,0.0,0.0,9.0,9.0,1.00,R,CIN,NL,54,31,23,323.2,237,215,17,5,2,.979,-1,-4,6.45,4.30,C-P,CIN,NL,53,31,23,322.2,237,215,17,5,2,.979,-1,-4,-1,6.47,4.38,1,14,32,14,30%,122,CIN,7,56,31,56,54,1,53,0,0,0,0,0,0,0,0,0,3,0
Brett Butler,29,CLE,AL,161,683,587,92,163,17,14,4,51,32,15,70,65,.278,.356,.375,.731,102,220,8,4,17,5,1,*8/H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLE,AL,159,151,140,1328.2,446,434,9,3,3,.993,1,1,3.00,2.79,OF,,,,,,,,,,,,,,,,,,,,,,,123,CLE,6,161,151,161,159,0,0,0,0,0,0,0,159,0,159,0,3,2
Enos Cabell,36,LAD,NL,107,298,277,27,71,11,0,2,29,10,4,14,26,.256,.294,.318,.612,75,88,5,2,2,3,2,3H9/578,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAD,NL,84,64,34,540.2,447,389,49,9,31,.980,-6,-14,7.29,5.21,1B-OF-3B,,,,,,,,,,,,,,,,,,,,,,,124,LAD,15,107,64,107,81,0,0,61,0,7,0,2,1,13,16,0,39,1
Ivan Calderon,24,TOT,AL,50,174,164,16,41,7,1,2,15,3,1,9,39,.250,.293,.341,.635,72,56,1,1,0,0,1,9H/7D8,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,AL,37,35,31,303.0,73,64,4,5,1,.932,-4,-16,2.02,1.84,OF,,,,,,,,,,,,,,,,,,,,,,,125,2TM,3,50,40,50,37,0,0,0,0,0,0,7,2,31,37,6,9,1
Ivan Calderon,24,SEA,AL,37,138,131,13,31,5,0,2,13,3,1,6,33,.237,.275,.321,.596,62,42,1,1,0,0,0,9/H87,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,AL,37,35,31,303.0,73,64,4,5,1,.932,-4,-16,2.02,1.84,OF,,,,,,,,,,,,,,,,,,,,,,,125,2TM,3,50,40,50,37,0,0,0,0,0,0,7,2,31,37,6,9,1
Ivan Calderon,24,CHW,AL,13,36,33,3,10,2,1,0,2,0,0,3,6,.303,.361,.424,.785,110,14,0,0,0,0,1,/D7H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,AL,37,35,31,303.0,73,64,4,5,1,.932,-4,-16,2.02,1.84,OF,,,,,,,,,,,,,,,,,,,,,,,125,2TM,3,50,40,50,37,0,0,0,0,0,0,7,2,31,37,6,9,1
Jeff Calhoun,28,HOU,NL,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,L,NL,1,0,1.000,3.71,20,0,7,0,0,0,26.2,28,16,11,3,12,1,14,0,0,2,119,98,4.53,1.500,9.5,1.0,4.1,4.7,1.17,L,HOU,NL,20,0,0,26.2,3,2,1,0,0,1.000,,,1.01,0.15,P,,,,,,,,,,,,,,,,,,,,,,,126,HOU,3,20,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0
Bill Campbell,37,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,R,AL,3,6,.333,3.88,34,0,19,0,0,3,55.2,46,26,24,5,21,5,37,1,0,1,229,108,3.79,1.204,7.4,0.8,3.4,6.0,1.76,R,DET,AL,34,0,0,55.2,12,6,4,2,1,.833,,,1.62,0.29,P,,,,,,,,,,,,,,,,,,,,,,,128,DET,14,34,0,1,34,34,0,0,0,0,0,0,0,0,0,0,0,0
Casey Candaele,25,MON,NL,30,110,104,9,24,4,1,0,6,3,5,5,15,.231,.264,.288,.552,53,30,3,0,0,1,0,4/H5,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON,NL,28,22,18,205.1,121,45,74,2,13,.983,2,9,5.22,4.25,2B-3B,,,,,,,,,,,,,,,,,,,,,,,129,MON,1st,30,22,30,24,0,0,0,24,4,0,0,0,0,0,0,4,3
