Name,Age,Tm,Lg_bat,G_bat,PA,AB,R_bat,H_bat,2B,3B,HR_bat,RBI,SB,CS,BB_bat,SO_bat,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP_bat,SH,SF,IBB_bat,Pos_Summary,Bats,Lg_pit,W,L,W-L%,ERA,G_pit,GS,GF,CG,SHO,SV,IP,H_pit,R_pit,ER,HR_pit,BB_pit,IBB_pit,SO_pit,HBP_pit,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Throws,Tm_fld,Lg,G,GS_fld,CG_fld,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos_Summary_fld,Tm_cat,Lg_cat,G_cat,GS_cat,CG_cat,Inn_cat,Ch_cat,PO_cat,A_cat,E_cat,DP_cat,Fld%_cat,Rtot_cat,Rtot/yr_cat,Rctch,RF/9_cat,RF/G_cat,PB,WP_cat,SB_cat,CS_cat,CS%,Rk,Tm_app,Yrs,G_app,GS_app,Batting,Defense,P,C,1B,2B_app,3B_app,SS,LF,CF,RF,OF,DH,PH,PR,Primary_Pos_fld,rbi_per_g,clutch,bat_letter,hr_rate,hr_num_bat,triple_rate,triple_val,triple_num,speed_score,speed_rating,walk_rate,bb_num,k_rate,k_val,k_num,hbp_rate,hbp_num,hbp_val,hit_rate,batter_rating,BAA,pit_letter,IP_real,IE,bb_rate,bb_num_pit,k_rate_pit,k_val_pit,k_num_pit,hbp_rate_pit,hbp_val_pit,hbp_num_pit,WP_num,hr_rate_pit,gopher_ball,control_rate,PCN,hit_rate_pit,PPH,goph_lett_inn,bb_k_hbp,pitcher_rating
Doug Bair,36,OAK,AL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,R,AL,2.0,3.0,0.4,3.0,31.0,0.0,17.0,0.0,0.0,4.0,45.0,37.0,15.0,15.0,5.0,18.0,0.0,40.0,0.0,0.0,2.0,189.0,130.0,3.64,1.222,7.4,1.0,3.6,8.0,2.22,R,OAK,AL,31.0,0.0,0.0,45.0,9.0,2.0,7.0,0.0,1.0,1.0,,,1.8,0.29,P,,,,,,,,,,,,,,,,,,,,,,,33,OAK,11,31,0,1,31,31,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.21637426900584794,L,45.0,1,3.0,13,8.0,11.0,25,0,0.0,,,0.13513513513513514,+,10.0,52,7.0,56,+L1,(13-25) ,+L1 (13-25)  
Doug Baker,25,DET,AL,13.0,30.0,24.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.125,0.192,0.16699999999999998,0.359,-1.0,4.0,0.0,0.0,4.0,0.0,0.0,6/4DH,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,AL,12.0,9.0,3.0,79.2,39.0,17.0,21.0,1.0,5.0,0.974,-1.0,-17.0,4.29,3.17,SS-2B,,,,,,,,,,,,,,,,,,,,,,,34,DET,3,13,9,13,12,0,0,0,2,0,10,0,0,0,0,1,63,0,SS,0.0,,E+,0,,0,0,,0.0,,2,12,8,10,24,0,,0.0,4,E+ (12-24),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Dusty Baker,37,OAK,AL,83.0,271.0,242.0,25.0,58.0,8.0,0.0,4.0,19.0,0.0,1.0,27.0,37.0,0.24,0.314,0.322,0.636,80.0,78.0,8.0,0.0,0.0,2.0,1.0,79DH/3,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,AL,58.0,53.0,23.0,402.0,94.0,90.0,4.0,0.0,1.0,1.0,1.0,3.0,2.1,1.62,OF-1B,,,,,,,,,,,,,,,,,,,,,,,35,OAK,19,83,68,83,55,0,0,3,0,0,0,36,0,20,55,15,55,0,OF,0.2289156626506024,,C+,2,12.0,0,0,,0.0,,4,14,5,9,23,0,,0.0,8,C+12 (14-23),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Steve Balboni,29,KCR,AL,138.0,562.0,512.0,54.0,117.0,25.0,1.0,29.0,88.0,0.0,0.0,43.0,146.0,0.229,0.28600000000000003,0.451,0.738,97.0,231.0,8.0,1.0,0.0,6.0,2.0,*3/H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCR,AL,137.0,136.0,133.0,1204.0,1352.0,1236.0,98.0,18.0,115.0,0.987,-7.0,-6.0,9.97,9.74,1B,,,,,,,,,,,,,,,,,,,,,,,36,KCR,6,138,136,138,137,0,0,137,0,0,0,0,0,0,0,0,56,0,1B,0.6376811594202898,#,C+,9,23.0,0,0,,0.0,,3,13,9,12,26,0,,0.0,7,#C+23 (13-26),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Jay Baller,25,CHC,NL,36.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,1.0,0.0,0.0,1,R,NL,2.0,4.0,0.333,5.37,36.0,0.0,16.0,0.0,0.0,5.0,53.2,58.0,37.0,32.0,7.0,28.0,4.0,42.0,2.0,4.0,2.0,248.0,76.0,4.58,1.602,9.7,1.2,4.7,7.0,1.5,R,CHC,NL,36.0,0.0,0.0,53.2,6.0,2.0,4.0,0.0,0.0,1.0,,,1.01,0.17,P,,,,,,,,,,,,,,,,,,,,,,,37,CHC,3,36,0,36,36,36,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,6,6,16,0,,0.0,0,G (n-16),0.26605504587155965,W,53.66666666666668,1,4.0,14,6.0,10.0,24,0,0.0,,,0.1206896551724138,+,13.0,45,8.0,55,+W1,(14-24) ,+W1 (14-24)  
Chris Bando,30,CLE,AL,92.0,290.0,254.0,28.0,68.0,9.0,0.0,2.0,26.0,0.0,1.0,22.0,49.0,0.268,0.325,0.327,0.652,80.0,83.0,8.0,1.0,10.0,3.0,0.0,2H,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLE,AL,86.0,72.0,64.0,655.0,393.0,359.0,30.0,4.0,3.0,0.99,-4.0,-7.0,5.35,4.52,C,CLE,AL,86.0,72.0,64.0,655.0,393.0,359.0,30.0,4.0,3.0,0.99,-4.0,-7.0,-4.0,5.35,4.52,8.0,31.0,49.0,19.0,28%,38,CLE,6,92,72,92,86,0,86,0,0,0,0,0,0,0,0,0,55,0,C,0.2826086956521739,,B,1,11.0,0,0,,0.0,,3,13,6,9,23,0,,0.0,8,B11 (13-23),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Jesse Barfield,26,TOR,AL,158.0,671.0,589.0,107.0,170.0,35.0,2.0,40.0,108.0,8.0,8.0,69.0,146.0,0.289,0.368,0.5589999999999999,0.927,146.0,329.0,9.0,8.0,0.0,5.0,5.0,*98/H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOR,AL,157.0,156.0,144.0,1408.0,391.0,368.0,20.0,3.0,8.0,0.992,21.0,18.0,2.48,2.47,OF,,,,,,,,,,,,,,,,,,,,,,,41,TOR,6,158,156,158,157,0,0,0,0,0,0,0,18,147,157,0,54,1,OF,0.6835443037974683,#,B+,8,22.0,0,0,,0.047058823529411764,,4,14,8,12,26,0,,0.0,9,#B+22 (14-26),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Greg Bargar,27,STL,NL,22.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,R,NL,0.0,2.0,0.0,5.6,22.0,0.0,10.0,0.0,0.0,0.0,27.1,36.0,19.0,17.0,3.0,10.0,1.0,12.0,3.0,0.0,2.0,126.0,66.0,4.75,1.683,11.9,1.0,3.3,4.0,1.2,R,STL,NL,22.0,0.0,0.0,27.1,10.0,3.0,7.0,0.0,0.0,1.0,,,3.29,0.45,P,,,,,,,,,,,,,,,,,,,,,,,42,STL,3,22,0,22,22,22,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,36,36,66,0,,0.0,0,G (n-66),0.3185840707964602,Y,27.33333333333334,1,3.0,13,3.0,6.0,16,1,7.0,/21,,0.08333333333333333,,14.0,44,10.0,53,Y1,(13-16/21) ,Y1 (13-16/21)  
Marty Barrett,28,BOS,AL,158.0,713.0,625.0,94.0,179.0,39.0,4.0,4.0,60.0,15.0,7.0,65.0,31.0,0.28600000000000003,0.353,0.381,0.733,100.0,238.0,13.0,1.0,18.0,4.0,0.0,*4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS,AL,158.0,158.0,152.0,1390.2,767.0,303.0,450.0,14.0,104.0,0.982,-6.0,-5.0,4.87,4.77,2B,,,,,,,,,,,,,,,,,,,,,,,43,BOS,5,158,158,158,158,0,0,0,158,0,0,0,0,0,0,0,54,0,2B,0.37974683544303794,,B+,1,11.0,1,2,(12),0.07575757575757576,*,3,13,2,5,15,0,,0.0,9,B+11(12)* (13-15),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Kevin Bass,27,HOU,NL,157.0,640.0,591.0,83.0,184.0,33.0,5.0,20.0,79.0,22.0,13.0,38.0,72.0,0.311,0.35700000000000004,0.486,0.8420000000000001,134.0,287.0,15.0,6.0,1.0,4.0,11.0,*98/H7,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,NL,155.0,154.0,122.0,1366.2,320.0,303.0,12.0,5.0,4.0,0.984,11.0,10.0,2.07,2.03,OF,,,,,,,,,,,,,,,,,,,,,,,44,HOU,5,157,154,157,155,0,0,0,0,0,0,2,41,133,155,0,53,0,OF,0.5031847133757962,,A,4,14.0,1,5,(15),0.12941176470588234,**,2,12,4,6,16,0,,0.0,10,A14(15)** (12-16),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Bill Bathe,25,OAK,AL,39.0,112.0,103.0,9.0,19.0,3.0,0.0,5.0,11.0,0.0,0.0,2.0,20.0,0.184,0.208,0.359,0.5670000000000001,57.0,37.0,2.0,1.0,6.0,0.0,0.0,2,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,AL,39.0,34.0,23.0,290.1,224.0,211.0,11.0,2.0,1.0,0.991,-2.0,-8.0,6.88,5.69,C,OAK,AL,39.0,34.0,23.0,290.1,224.0,211.0,11.0,2.0,1.0,0.991,-2.0,-8.0,-2.0,6.88,5.69,2.0,11.0,32.0,10.0,24%,45,OAK,1st,39,34,39,39,0,39,0,0,0,0,0,0,0,0,0,61,0,C,0.28205128205128205,,D+,9,23.0,0,0,,0.0,,1,11,6,7,21,0,,0.0,6,D+23 (11-21),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Don Baylor,37,BOS,AL,160.0,687.0,585.0,93.0,139.0,23.0,1.0,31.0,94.0,3.0,5.0,62.0,111.0,0.238,0.344,0.439,0.7829999999999999,112.0,257.0,12.0,35.0,0.0,5.0,8.0,*D3/7H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS,AL,16.0,16.0,8.0,125.0,76.0,71.0,4.0,1.0,7.0,0.987,-1.0,-8.0,5.4,4.69,1B-OF,,,,,,,,,,,,,,,,,,,,,,,46,BOS,17,160,159,160,16,0,0,13,0,0,0,3,0,0,3,143,56,0,1B,0.5875,,C+,8,22.0,0,0,,0.016574585635359115,,3,13,6,9,23,2,/25,11.0,7,C+22 (13-23/25),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Billy Beane,24,MIN,AL,80.0,194.0,183.0,20.0,39.0,6.0,0.0,3.0,15.0,2.0,3.0,11.0,54.0,0.213,0.258,0.295,0.5529999999999999,50.0,54.0,6.0,0.0,0.0,0.0,0.0,7H/8D9,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,AL,67.0,47.0,32.0,412.1,118.0,118.0,0.0,0.0,0.0,1.0,4.0,12.0,2.58,1.76,OF,,,,,,,,,,,,,,,,,,,,,,,47,MIN,3,80,50,80,67,0,0,0,0,0,0,64,5,1,67,5,56,6,OF,0.1875,,C,3,13.0,0,0,,0.04878048780487805,,2,12,10,12,26,0,,0.0,7,C13 (12-26),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Joe Beckwith,31,LAD,NL,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,L,NL,0.0,0.0,,6.87,15.0,0.0,4.0,0.0,0.0,0.0,18.1,28.0,16.0,14.0,5.0,6.0,0.0,13.0,0.0,0.0,0.0,86.0,52.0,5.88,1.855,13.7,2.5,2.9,6.4,2.17,R,LAD,NL,15.0,0.0,0.0,18.1,1.0,1.0,0.0,0.0,0.0,1.0,,,0.49,0.07,P,,,,,,,,,,,,,,,,,,,,,,,49,LAD,7,15,0,15,15,15,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.35,Z+,18.33333333333334,1,3.0,13,5.0,8.0,22,0,0.0,,,0.17857142857142858,+,14.0,44,12.0,51,+Z+1,(13-22) ,+Z+1 (13-22)  
Steve Bedrosian,28,PHI,NL,68.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.333,0.2,0.5329999999999999,49.0,1.0,0.0,0.0,0.0,0.0,0.0,1,R,NL,8.0,6.0,0.5710000000000001,3.39,68.0,0.0,56.0,0.0,0.0,29.0,90.1,79.0,39.0,34.0,12.0,34.0,10.0,82.0,0.0,2.0,5.0,381.0,115.0,3.81,1.251,7.9,1.2,3.4,8.2,2.41,R,PHI,NL,68.0,0.0,0.0,90.1,12.0,2.0,10.0,0.0,1.0,1.0,,,1.2,0.18,P,,,,,,,,,,,,,,,,,,,,,,,50,PHI,6,68,0,68,68,68,0,0,0,0,0,0,0,0,0,0,61,0,P,0.0,,C,0,,0,0,,0.0,,6,16,6,12,26,0,,0.0,6,C (16-26),0.2276657060518732,M,90.33333333333331,1,3.0,13,8.0,11.0,25,0,0.0,,[WP],0.1518987341772152,+,11.0,51,7.0,56,+M1,(13-25) ,+M1 (13-25)  [WP]
Buddy Bell,34,CIN,NL,155.0,655.0,568.0,89.0,158.0,29.0,3.0,20.0,75.0,2.0,8.0,73.0,49.0,0.278,0.362,0.445,0.807,119.0,253.0,14.0,5.0,3.0,6.0,4.0,*5/H4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,NL,152.0,150.0,141.0,1344.2,406.0,105.0,291.0,10.0,28.0,0.975,-2.0,-2.0,2.65,2.61,3B-2B,,,,,,,,,,,,,,,,,,,,,,,51,CIN,15,155,150,155,151,0,0,0,1,151,0,0,0,0,0,0,54,0,3B,0.4838709677419355,,B,5,15.0,1,6,(16),0.010869565217391304,,4,14,3,7,21,0,,0.0,9,B15(16) (14-21),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
George Bell,26,TOR,AL,159.0,690.0,641.0,101.0,198.0,38.0,6.0,31.0,108.0,7.0,8.0,41.0,62.0,0.309,0.349,0.532,0.8809999999999999,133.0,341.0,15.0,2.0,0.0,6.0,3.0,*7D/5H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOR,AL,149.0,147.0,133.0,1302.1,297.0,270.0,17.0,10.0,1.0,0.966,-8.0,-8.0,1.98,1.93,OF-3B,,,,,,,,,,,,,,,,,,,,,,,53,TOR,5,159,158,159,147,0,0,0,0,2,0,147,0,0,147,11,53,0,OF,0.6792452830188679,#,A,6,16.0,1,7,(21),0.042168674698795185,,2,12,3,5,15,0,,0.0,10,#A16(21) (12-15),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Jay Bell,20,CLE,AL,5.0,16.0,14.0,3.0,5.0,2.0,0.0,1.0,4.0,0.0,0.0,2.0,3.0,0.35700000000000004,0.438,0.7140000000000001,1.152,211.0,10.0,0.0,0.0,0.0,0.0,0.0,/4DH,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLE,AL,2.0,2.0,0.0,12.0,9.0,1.0,6.0,2.0,1.0,0.778,-1.0,-50.0,5.25,3.5,2B,,,,,,,,,,,,,,,,,,,,,,,54,CLE,1st,5,4,5,2,0,0,0,2,0,0,0,0,0,0,2,52,0,2B,0.8,#,A+,7,21.0,0,0,,0.0,,4,14,7,11,25,0,,0.0,11,#A+21 (14-25),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Terry Bell,23,KCR,AL,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.4,0.0,0.4,21.0,0.0,0.0,0.0,0.0,0.0,0.0,/2,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCR,AL,8.0,0.0,0.0,16.1,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,3.86,0.88,C,KCR,AL,8.0,0.0,0.0,16.1,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.86,0.88,0.0,1.0,1.0,0.0,0%,55,KCR,1st,8,0,8,8,0,8,0,0,0,0,0,0,0,0,0,66,0,C,0.0,,G,0,,0,0,,0.0,,14,32,7,21,43,0,,0.0,0,G (32-43),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Rafael Belliard,24,PIT,NL,117.0,350.0,309.0,33.0,72.0,5.0,2.0,0.0,31.0,12.0,2.0,26.0,54.0,0.233,0.298,0.262,0.56,55.0,81.0,8.0,3.0,11.0,1.0,6.0,64/H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIT,NL,119.0,100.0,63.0,831.0,476.0,147.0,317.0,12.0,50.0,0.975,4.0,6.0,5.03,3.9,SS-2B,,,,,,,,,,,,,,,,,,,,,,,56,PIT,5,117,100,117,112,0,0,0,23,0,96,0,0,0,0,0,56,3,SS,0.26495726495726496,,C+,0,,1,1,(11),0.1276595744680851,**,3,13,6,9,23,0,,0.0,7,C+(11)** (13-23),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Bruce Benedict,30,ATL,NL,64.0,183.0,160.0,11.0,36.0,10.0,1.0,0.0,13.0,1.0,0.0,15.0,10.0,0.225,0.298,0.3,0.598,63.0,48.0,9.0,2.0,4.0,1.0,1.0,2/H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATL,NL,57.0,49.0,42.0,429.0,282.0,252.0,28.0,2.0,1.0,0.993,3.0,8.0,5.87,4.91,C,ATL,NL,57.0,49.0,42.0,429.0,282.0,252.0,28.0,2.0,1.0,0.993,3.0,8.0,3.0,5.87,4.91,1.0,13.0,27.0,18.0,40%,57,ATL,9,64,49,64,57,0,57,0,0,0,0,0,0,0,0,0,56,0,C,0.203125,,C+,0,,1,1,(11),0.023809523809523808,,3,13,2,5,15,0,,0.0,7,C+(11) (13-15),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Juan Beniquez,36,BAL,AL,113.0,395.0,343.0,48.0,103.0,15.0,0.0,6.0,36.0,2.0,3.0,40.0,49.0,0.3,0.3720000000000001,0.397,0.769,112.0,136.0,12.0,3.0,2.0,6.0,1.0,75HD3/98,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAL,AL,93.0,78.0,59.0,694.0,280.0,211.0,56.0,13.0,15.0,0.954,-6.0,-10.0,3.46,2.87,OF-3B-1B,,,,,,,,,,,,,,,,,,,,,,,58,BAL,15,113,87,113,88,0,0,14,0,25,0,44,3,9,54,16,54,0,OF,0.3185840707964602,,B+,2,12.0,0,0,,0.016,,4,14,4,8,22,0,,0.0,9,B+12 (14-22),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Juan Berenguer,31,SFG,NL,46.0,10.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,-19.0,1.0,0.0,0.0,3.0,0.0,0.0,1,R,NL,2.0,3.0,0.4,2.7,46.0,4.0,17.0,0.0,0.0,4.0,73.1,64.0,23.0,22.0,4.0,44.0,3.0,72.0,2.0,2.0,4.0,314.0,132.0,3.4,1.473,7.9,0.5,5.4,8.8,1.64,R,SFG,NL,46.0,4.0,0.0,73.1,10.0,2.0,7.0,1.0,0.0,0.9,,,1.1,0.2,P,,,,,,,,,,,,,,,,,,,,,,,59,SFG,9,46,4,46,46,46,0,0,0,0,0,0,0,0,0,0,63,0,P,0.0,,D,0,,0,0,,0.0,,0,n,4,4,14,0,,0.0,4,D (n-14),0.23880597014925373,M,73.33333333333331,2,5.0,15,8.0,13.0,31,0,0.0,,,0.0625,,13.0,45,7.0,56,M2,(15-31) ,M2 (15-31)  
Bruce Berenyi,31,NYM,NL,14.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,1.0,0.0,0.0,1,R,NL,2.0,2.0,0.5,6.35,14.0,7.0,2.0,0.0,0.0,0.0,39.2,47.0,30.0,28.0,5.0,22.0,0.0,30.0,1.0,0.0,4.0,184.0,57.0,4.64,1.739,10.7,1.1,5.0,6.8,1.36,R,NYM,NL,14.0,7.0,0.0,39.2,8.0,3.0,5.0,0.0,0.0,1.0,,,1.82,0.57,P,,,,,,,,,,,,,,,,,,,,,,,60,NYM,7,14,7,14,14,14,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,9,9,23,0,,0.0,0,G (n-23),0.2919254658385093,X,39.66666666666668,3,4.0,14,6.0,10.0,24,0,0.0,,,0.10638297872340426,+,14.0,44,9.0,54,+X3,(14-24) ,+X3 (14-24)  
Dave Bergman,33,DET,AL,65.0,151.0,130.0,14.0,30.0,6.0,1.0,1.0,9.0,0.0,0.0,21.0,16.0,0.231,0.338,0.315,0.653,80.0,41.0,3.0,0.0,0.0,0.0,0.0,3H/D79,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,AL,43.0,28.0,25.0,279.0,288.0,255.0,29.0,4.0,30.0,0.986,0.0,-2.0,9.16,6.6,1B-OF,,,,,,,,,,,,,,,,,,,,,,,61,DET,11,65,28,65,43,0,0,41,0,0,0,1,0,1,2,8,56,0,1B,0.13846153846153847,,C+,1,11.0,1,2,(12),0.0,,5,15,4,9,23,0,,0.0,7,C+11(12) (15-23),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Tony Bernazard,29,CLE,AL,146.0,636.0,562.0,88.0,169.0,28.0,4.0,17.0,73.0,17.0,8.0,53.0,77.0,0.301,0.362,0.456,0.818,124.0,256.0,6.0,6.0,7.0,8.0,5.0,*4/H,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLE,AL,146.0,144.0,136.0,1263.1,810.0,351.0,442.0,17.0,95.0,0.979,-13.0,-13.0,5.65,5.43,2B,,,,,,,,,,,,,,,,,,,,,,,62,CLE,8,146,144,146,146,0,0,0,146,0,0,0,0,0,0,0,53,0,2B,0.5,,B+,4,14.0,1,5,(15),0.09497206703910614,*,3,13,4,7,21,0,,0.0,10,B+14(15)* (13-21),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Dale Berra,29,NYY,AL,42.0,121.0,108.0,10.0,25.0,7.0,0.0,2.0,13.0,0.0,0.0,9.0,14.0,0.231,0.294,0.35200000000000004,0.6459999999999999,76.0,38.0,0.0,1.0,2.0,1.0,0.0,65/DH,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYY,AL,37.0,31.0,17.0,244.1,111.0,40.0,67.0,4.0,11.0,0.964,1.0,4.0,3.94,2.89,SS-3B,,,,,,,,,,,,,,,,,,,,,,,63,NYY,10,42,35,42,35,0,0,0,0,18,19,0,0,0,0,4,56,1,SS,0.30952380952380953,,C+,3,13.0,0,0,,0.0,,3,13,4,7,21,0,,0.0,7,C+13 (13-21),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Buddy Biancalana,26,KCR,AL,100.0,209.0,190.0,24.0,46.0,4.0,4.0,2.0,8.0,5.0,1.0,15.0,50.0,0.242,0.298,0.337,0.634,72.0,64.0,3.0,0.0,4.0,0.0,0.0,64/H,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCR,AL,101.0,67.0,35.0,604.2,314.0,108.0,190.0,16.0,41.0,0.949,-7.0,-13.0,4.44,2.95,SS-2B,,,,,,,,,,,,,,,,,,,,,,,65,KCR,5,100,67,100,99,0,0,0,12,0,89,0,0,0,0,0,55,8,SS,0.08,,C+,2,12.0,3,5,(15),0.09803921568627452,*,3,13,9,12,26,0,,0.0,8,C+12(15)* (13-26),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Mike Bielecki,26,PIT,NL,31.0,54.0,48.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,26.0,0.063,0.1,0.063,0.163,-54.0,3.0,0.0,0.0,4.0,0.0,0.0,1,R,NL,6.0,11.0,0.353,4.66,31.0,27.0,0.0,0.0,0.0,0.0,148.2,149.0,87.0,77.0,10.0,83.0,3.0,83.0,2.0,5.0,7.0,667.0,83.0,4.24,1.561,9.0,0.6,5.0,5.0,1.0,R,PIT,NL,31.0,27.0,0.0,148.2,34.0,17.0,16.0,1.0,1.0,0.971,,,2.0,1.06,P,,,,,,,,,,,,,,,,,,,,,,,66,PIT,3,31,27,31,31,31,0,0,0,0,0,0,0,0,0,0,65,0,P,0.03225806451612903,,F,0,,0,0,,0.0,,1,11,17,18,36,0,,0.0,2,F (11-36),0.25601374570446733,W,148.66666666666663,5,4.0,14,4.0,8.0,22,0,0.0,,[WP],0.06711409395973154,,13.0,45,8.0,55,W5,(14-22) ,W5 (14-22)  [WP]
Dann Bilardello,27,MON,NL,79.0,212.0,191.0,12.0,37.0,5.0,0.0,4.0,17.0,1.0,0.0,14.0,32.0,0.194,0.249,0.28300000000000003,0.532,47.0,54.0,5.0,0.0,7.0,0.0,3.0,2/H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON,NL,77.0,55.0,33.0,523.1,437.0,391.0,38.0,8.0,3.0,0.982,-1.0,-2.0,7.38,5.57,C,MON,NL,77.0,55.0,33.0,523.1,437.0,391.0,38.0,8.0,3.0,0.982,-1.0,-2.0,-1.0,7.38,5.57,6.0,13.0,52.0,20.0,28%,67,MON,4,79,55,79,77,0,77,0,0,0,0,0,0,0,0,0,61,1,C,0.21518987341772156,,D+,4,14.0,0,0,,0.023809523809523808,,2,12,5,7,21,0,,0.0,6,D+14 (12-21),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
